,X.x,kingdom,phylum,class,order,family,genus,scientific_name,sl_mm,sl_sex,sl_ref,tl_mm,tl_sex,tl_ref,fl_mm,fl_sex,fl_ref,dw_mm,dw_sex,dw_ref,max_weight_g,max_weight_ref,benthic,pelagic,benthopelagic,bathypelagic,pelagic.neritic,pelagic.oceanic,demersal,reef.associated,anadromous,catadromous,amphidromous,potamodromous,limnodromous,oceanodromous,non.migratory,freshwater,brackish,marine,use_fisheries,use_aquaculture,use_gamefish,use_bait,use_aquarium,use_ref,phylo_div,phylo_div_ref,troph_level,troph_level_se,troph_level_ref,resil,resil_ref,resil_K,resil_tm,resil_tmax,resil_fec,vulnerab,vulnerab_ref,price,price_ref,main_ref,IUCN_Status,Harvesting,Pollution,Energy_Production_and_Mining,Natural_System_Modification,Invasive_Species_and_Disease,Climate_Change,Development,Human_Disturbance,Transportation,Aquaculture_and_Agriculture,Other,Geological_Events
54,54,Animalia,Chordata,Actinopteri,Aulopiformes,Evermannellidae,Coccorella,Coccorella atlantica,185,male/unsexed,4058,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,of no interest,,,,,4058,0.7539,82805,4.4,0.57,69278,,120179,,,,,13,59153,,NA,4058,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,55,Animalia,Chordata,Actinopteri,Aulopiformes,Evermannellidae,Evermannella,Evermannella balbo,169,male/unsexed,4478,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,of no interest,,,,,4058,0.5352,82805,4.2,0.73,69278,,120179,,,,,11,59153,,NA,4478,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,56,Animalia,Chordata,Actinopteri,Aulopiformes,Evermannellidae,Evermannella,Evermannella indica,119,male/unsexed,4058,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,of no interest,,,,,4058,0.5352,82805,4.1,0.7,69278,,120179,,,,,10,59153,,NA,41336,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,57,Animalia,Chordata,Actinopteri,Aulopiformes,Evermannellidae,Odontostomops,Odontostomops normalops,123,male/unsexed,4478,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,1.0039,82805,4.3,0.6,69278,1.4 - 4.4 years,120179,,,,,10,59153,,NA,4478,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,58,Animalia,Chordata,Actinopteri,Aulopiformes,Ipnopidae,Bathymicrops,Bathymicrops regis,117,male/unsexed,3590,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5625,82805,3.5,0.5,69278,1.4 - 4.4 years,120179,,,,,40,59153,,NA,3590,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,59,Animalia,Chordata,Actinopteri,Aulopiformes,Ipnopidae,Bathypterois,Bathypterois dubius,205,male/unsexed,3590,204,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.4,0.45,69278,1.4 - 4.4 years,120179,,,,,52,59153,,NA,3590,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,60,Animalia,Chordata,Actinopteri,Aulopiformes,Ipnopidae,Bathypterois,Bathypterois grallator,368,male/unsexed,3590,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.1,0.3,69278,more than 14 years,120179,,,,,67,59153,,NA,3590,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,61,Animalia,Chordata,Actinopteri,Aulopiformes,Ipnopidae,Bathypterois,Bathypterois longipes,249,male/unsexed,3590,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.1,0.3,69278,more than 14 years,120179,,,,,60,59153,,NA,3590,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,62,Animalia,Chordata,Actinopteri,Aulopiformes,Ipnopidae,Bathypterois,Bathypterois phenax,180,male/unsexed,3590,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.4,0.45,69278,4.5 - 14 years,120179,,,,,49,59153,,NA,3590,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,63,Animalia,Chordata,Actinopteri,Aulopiformes,Ipnopidae,Bathytyphlops,Bathytyphlops sewelli,NA,,NA,350,male/unsexed,26165,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,of no interest,,,,,6688,0.75,82805,3.1,0.26,69278,more than 14 years,120179,,,,,63,59153,,NA,3590,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,64,Animalia,Chordata,Actinopteri,Aulopiformes,Notosudidae,Ahliesaurus,Ahliesaurus berryi,269,male/unsexed,6552,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,of no interest,,,,,6602,0.75,82805,3,0,69278,4.5 - 14 years,120179,,,,,23,59153,,NA,6552,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,65,Animalia,Chordata,Actinopteri,Aulopiformes,Notosudidae,Scopelosaurus,Scopelosaurus argenteus,214,male/unsexed,6552,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5001,82805,3.4,0.45,69278,,120179,,,,,16,59153,,NA,6552,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,66,Animalia,Chordata,Actinopteri,Aulopiformes,Notosudidae,Scopelosaurus,Scopelosaurus lepidus,364,male/unsexed,6552,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,,,,,,,0.5001,82805,3.3,0.38,69278,,120179,,,,,34,59153,,NA,6552,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,67,Animalia,Chordata,Actinopteri,Aulopiformes,Notosudidae,Scopelosaurus,Scopelosaurus smithii,NA,,NA,250,male/unsexed,6602,NA,,NA,NA,NA,NA,,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,of no interest,,,,,6602,0.5001,82805,3.4,0.45,69278,,120179,,,,,13,59153,,NA,6552,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,68,Animalia,Chordata,Actinopteri,Aulopiformes,Paralepididae,Arctozenus,Arctozenus risso,300,male/unsexed,35388,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,of no interest,,,,,2901,1,82805,3.2,0,69278,1.4 - 4.4 years,120179,,,,,34,59153,,NA,4473,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,69,Animalia,Chordata,Actinopteri,Aulopiformes,Paralepididae,Lestidiops,Lestidiops affinis,112,male/unsexed,4473,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,4.2,0.73,69278,less than 15 months,120179,,,,,14,59153,,NA,4473,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,70,Animalia,Chordata,Actinopteri,Aulopiformes,Paralepididae,Lestidiops,Lestidiops sphyrenoides,270,male/unsexed,3397,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,of no interest,,,,,2901,0.5,82805,4.5,0.7,69278,1.4 - 4.4 years,120179,,,,,32,59153,,NA,3397,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,71,Animalia,Chordata,Actinopteri,Aulopiformes,Paralepididae,Macroparalepis,Macroparalepis affinis,NA,,NA,550,male/unsexed,4056,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5078,82805,4.1,0.7,69278,1.4 - 4.4 years,120179,,,,,44,59153,,NA,4473,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,72,Animalia,Chordata,Actinopteri,Aulopiformes,Paralepididae,Macroparalepis,Macroparalepis brevis,135,male/unsexed,4473,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5078,82805,3.4,0.45,69278,less than 15 months,120179,,,,,16,59153,,NA,4473,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,73,Animalia,Chordata,Actinopteri,Aulopiformes,Paralepididae,Macroparalepis,Macroparalepis nigra,461,male/unsexed,4473,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5078,82805,4.1,0.7,69278,1.4 - 4.4 years,120179,,,,,45,59153,,NA,4473,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,74,Animalia,Chordata,Actinopteri,Aulopiformes,Paralepididae,Magnisudis,Magnisudis atlantica,560,male/unsexed,557,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,,,,,,,0.625,82805,3.7,0,69278,1.4 - 4.4 years,120179,,,,,50,59153,,NA,4473,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,75,Animalia,Chordata,Actinopteri,Aulopiformes,Paralepididae,Paralepis,Paralepis brevirostris,242,male/unsexed,4473,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5625,82805,3.5,0.5,69278,less than 15 months,120179,,,,,29,59153,,NA,4473,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,76,Animalia,Chordata,Actinopteri,Aulopiformes,Paralepididae,Paralepis,Paralepis coregonoides,500,male/unsexed,35388,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,of no interest,,,,,2901,0.5625,82805,4.1,0.7,69278,1.4 - 4.4 years,120179,,,,,47,59153,,NA,4473,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,77,Animalia,Chordata,Actinopteri,Aulopiformes,Paralepididae,Sudis,Sudis hyalina,NA,,NA,1000,male/unsexed,3397,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,of no interest,,,,,,0.75,82805,4.2,0.7,69278,4.5 - 14 years,120179,,,,,57,59153,,NA,4474,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,78,Animalia,Chordata,Actinopteri,Aulopiformes,Paralepididae,Uncisudis,Uncisudis longirostra,187,male/unsexed,4473,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5625,82805,3.8,0.6,69278,1.4 - 4.4 years,120179,,,,,24,59153,,NA,4473,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,79,Animalia,Chordata,Actinopteri,Aulopiformes,Paralepididae,Uncisudis,Uncisudis quadrimaculata,99,male/unsexed,4473,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5625,82805,3.6,0.6,69278,less than 15 months,120179,,,,,12,59153,,NA,4473,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,80,Animalia,Chordata,Actinopteri,Aulopiformes,Scopelarchidae,Benthalbella,Benthalbella infans,138,male/unsexed,10755,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,of no interest,,,,,6601,0.5313,82805,4.5,0.8,69278,,120179,,,,,10,59153,,NA,10755,LC,1,0,0,0,0,0,0,0,0,0,0,0
81,81,Animalia,Chordata,Actinopteri,Aulopiformes,Scopelarchidae,Rosenblattichthys,Rosenblattichthys hubbsi,145,male/unsexed,10755,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,of no interest,,,,,6601,0.5625,82805,4.2,0.73,69278,,120179,,,,,10,59153,,NA,10755,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,82,Animalia,Chordata,Actinopteri,Aulopiformes,Scopelarchidae,Scopelarchus,Scopelarchus analis,126,male/unsexed,10755,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,of no interest,,,,,6601,0.5625,82805,4.2,0.73,69278,,120179,,,,,10,59153,,NA,10755,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,83,Animalia,Chordata,Actinopteri,Aulopiformes,Scopelarchidae,Scopelarchus,Scopelarchus michaelsarsi,102,male/unsexed,10755,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,of no interest,,,,,6601,0.5625,82805,4.2,0.73,69278,,120179,,,,,10,59153,,NA,10755,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,84,Animalia,Chordata,Actinopteri,Aulopiformes,Bathysauridae,Bathysaurus,Bathysaurus ferox,640,male/unsexed,4472,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,1,82805,4.3,0.69,69278,,120179,,,,,48,59153,,NA,4472,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,85,Animalia,Chordata,Actinopteri,Aulopiformes,Bathysauridae,Bathysaurus,Bathysaurus mollis,780,male/unsexed,4472,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,1,82805,4.5,0.8,69278,4.5 - 14 years,120179,,,,,51,59153,,NA,4472,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,86,Animalia,Chordata,Actinopteri,Aulopiformes,Synodontidae,Saurida,Saurida undosquamis,230,,NA,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,minor commercial,,,,,4931,0.5,82805,4.5,0.4,69278,1.4 - 4.4 years,120179,0.3-0.9,2-Jan,8,"84,802",39,59153,very high,80766,38189,LC,1,0,0,0,0,0,0,0,0,0,0,0
87,87,Animalia,Chordata,Actinopteri,Aulopiformes,Synodontidae,Synodus,Synodus saurus,400,male/unsexed,4472,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,minor commercial,,yes,,,2683,0.5,82805,4.5,0.8,69278,4.5 - 14 years,120179,,,,,47,59153,medium,80766,4472,LC,1,0,0,0,0,0,0,0,0,0,0,0
88,88,Animalia,Chordata,Actinopteri,Aulopiformes,Synodontidae,Synodus,Synodus synodus,NA,,NA,330,male/unsexed,5288,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,commercial,,,,,2683,0.5,82805,4.2,0.73,69278,1.4 - 4.4 years,120179,,,,,28,59153,medium,80766,4472,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,89,Animalia,Chordata,Actinopteri,Batrachoidiformes,Batrachoididae,Halobatrachus,Halobatrachus didactylus,NA,,NA,500,male/unsexed,26999,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,minor commercial,,,,,3572,1,82805,4,0.64,69278,4.5 - 14 years,120179,,,,,59,59153,unknown,80766,3397,LC,1,0,0,0,0,0,0,0,0,0,0,0
90,90,Animalia,Chordata,Actinopteri,Beloniformes,Belonidae,Belone,Belone belone,NA,,NA,930,male/unsexed,40637,NA,,NA,NA,NA,NA,1300,35388,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,commercial,,yes,,,4931;9988,0.625,82805,4.2,0.4,69278,1.4 - 4.4 years,120179,,2,,1000,49,59153,high,80766,5505,LC,1,1,0,0,0,0,0,0,0,0,0,0
91,91,Animalia,Chordata,Actinopteri,Beloniformes,Exocoetidae,Cheilopogon,Cheilopogon exsiliens,NA,,NA,300,male/unsexed,7251,NA,,NA,NA,NA,NA,,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,subsistence fisheries,,,,,3720,0.5,82805,3,0.08,69278,less than 15 months,120179,,,,,17,59153,medium,80766,27313,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,92,Animalia,Chordata,Actinopteri,Beloniformes,Exocoetidae,Cheilopogon,Cheilopogon heterurus,NA,,NA,400,male/unsexed,5377,NA,,NA,NA,NA,NA,,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,of potential interest,,,,,6077,0.5,82805,3.4,0.45,69278,less than 15 months,120179,,,,,21,59153,medium,80766,3397,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,93,Animalia,Chordata,Actinopteri,Beloniformes,Exocoetidae,Exocoetus,Exocoetus obtusirostris,NA,,NA,240,male/unsexed,5217,NA,,NA,NA,NA,NA,,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,of no interest,,,,,9839,0.5312,82805,3.1,0.1,69278,less than 15 months,120179,,,,,13,59153,,NA,27313,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,94,Animalia,Chordata,Actinopteri,Beloniformes,Exocoetidae,Exocoetus,Exocoetus volitans,NA,,NA,300,male/unsexed,9987,NA,,NA,NA,NA,NA,,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,commercial,,,,,9987,0.5312,82805,3,0.09,69278,less than 15 months,120179,,,,,17,59153,medium,80766,27313,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,95,Animalia,Chordata,Actinopteri,Beloniformes,Exocoetidae,Hirundichthys,Hirundichthys rondeletii,NA,,NA,300,male/unsexed,7251,NA,,NA,NA,NA,NA,,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,commercial,,,,,3613,0.5002,82805,3,0.1,69278,less than 15 months,120179,,,,,17,59153,medium,80766,109257,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,96,Animalia,Chordata,Actinopteri,Beloniformes,Exocoetidae,Hirundichthys,Hirundichthys speculiger,NA,,NA,300,male/unsexed,5217,NA,,NA,NA,NA,NA,,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,minor commercial,,,,,3613,0.5002,82805,3,0.08,69278,less than 15 months,120179,,,,,17,59153,medium,80766,93339,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,97,Animalia,Chordata,Actinopteri,Beloniformes,Hemiramphidae,Hyporhamphus,Hyporhamphus picarti,NA,,NA,200,male/unsexed,26999,NA,,NA,NA,NA,NA,,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,commercial,,,,,2683,0.5,82805,2,0,69278,less than 15 months,120179,,,,,12,59153,unknown,80766,4497,LC,1,0,0,0,0,0,0,0,0,0,0,0
98,98,Animalia,Chordata,Actinopteri,Trachichthyiformes,Anoplogastridae,Anoplogaster,Anoplogaster cornuta,NA,,NA,180,male/unsexed,5951,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,of no interest,,,,,,1,82805,4,0.53,69278,1.4 - 4.4 years,120179,,,,,10,59153,,NA,4737,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,99,Animalia,Chordata,Actinopteri,Beryciformes,Berycidae,Beryx,Beryx decadactylus,NA,,NA,1000,male/unsexed,26340,NA,,NA,NA,NA,NA,2500,9833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,commercial,,,,,3321,0.626,82805,4.1,0.76,69278,4.5 - 14 years,120179,,,,,72,59153,medium,80766,7413,LC,1,0,0,0,0,0,0,0,0,0,0,0
100,100,Animalia,Chordata,Actinopteri,Beryciformes,Berycidae,Beryx,Beryx splendens,NA,,NA,700,male/unsexed,30573,NA,,NA,NA,NA,NA,4000,43448,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,commercial,,,,,9833,0.626,82805,4.3,0.2,69278,4.5 - 14 years,120179,0.10-0.18,5-7.5,23,,57,59153,high,80766,7413,LC,1,0,0,0,0,0,0,0,0,0,0,0
101,101,Animalia,Chordata,Actinopteri,Trachichthyiformes,Diretmidae,Diretmichthys,Diretmichthys parini,NA,,NA,400,male/unsexed,6622,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,1.0625,82805,3.5,0.48,69278,,120179,,,,,32,59153,,NA,6536,LC,1,0,0,0,0,0,0,0,0,0,0,0
102,102,Animalia,Chordata,Actinopteri,Trachichthyiformes,Diretmidae,Diretmoides,Diretmoides pauciradiatus,370,male/unsexed,6744,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,of potential interest,,,,,,0.8125,82805,3.5,0.5,69278,,120179,,,,,35,59153,unknown,80766,6536,LC,1,0,0,0,0,0,0,0,0,0,0,0
103,103,Animalia,Chordata,Actinopteri,Trachichthyiformes,Diretmidae,Diretmus,Diretmus argenteus,NA,,NA,276,male/unsexed,5951,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,of potential interest,,,,,,1.0625,82805,3.4,0.45,69278,,120179,,,,,18,59153,unknown,80766,7300,LC,1,0,0,0,0,0,0,0,0,0,0,0
104,104,Animalia,Chordata,Actinopteri,Holocentriformes,Holocentridae,Sargocentron,Sargocentron rubrum,NA,,NA,320,male/unsexed,5213,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,minor commercial,,,,public aquariums,3418;13603,0.5,82805,3.6,0.3,69278,less than 15 months,120179,,,,,17,59153,medium,80766,27370,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,105,Animalia,Chordata,Actinopteri,Trachichthyiformes,Trachichthyidae,Gephyroberyx,Gephyroberyx darwinii,NA,,NA,600,male/unsexed,3695,NA,,NA,NA,NA,NA,,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,commercial,,,,,2683,0.75,82805,3.9,0.65,69278,more than 14 years,120179,,,,,69,59153,low,80766,3583,LC,1,0,0,0,0,0,0,0,0,0,0,0
106,106,Animalia,Chordata,Actinopteri,Trachichthyiformes,Trachichthyidae,Hoplostethus,Hoplostethus cadenati,NA,,NA,300,male/unsexed,3583,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,commercial,,,,,2683,0.5,82805,3.2,0.37,69278,more than 14 years,120179,,,,,61,59153,low,80766,3583,LC,1,0,0,0,0,0,0,0,0,0,0,0
107,107,Animalia,Chordata,Actinopteri,Beryciformes,Cetomimidae,Cetomimus,Cetomimus hempeli,78,male/unsexed,6532,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5078,82805,NA,NA,NA,less than 15 months,120179,,,,,10,59153,,NA,6532,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,108,Animalia,Chordata,Actinopteri,Beryciformes,Cetomimidae,Cetostoma,Cetostoma regani,247,male/unsexed,9791,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,1,82805,3.4,0.45,69278,1.4 - 4.4 years,120179,,,,,22,59153,,NA,6532,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,109,Animalia,Chordata,Actinopteri,Beryciformes,Cetomimidae,Ditropichthys,Ditropichthys storeri,128,male/unsexed,9791,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,1,82805,NA,NA,NA,1.4 - 4.4 years,120179,,,,,15,59153,,NA,6532,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,110,Animalia,Chordata,Actinopteri,Beryciformes,Cetomimidae,Ataxolepis,Ataxolepis apus,45,male/unsexed,35729,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,of no interest,,,,,9844,0.75,82805,NA,NA,NA,less than 15 months,120179,,,,,10,59153,,NA,9844,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
